path	sentence	client_id	translation	split
common_voice_en_18734705.mp3	Along the way, she shoots a North Korean soldier.	4311ac2c9248c11f2c6a52cd2a2b3f7541c3058634ec391e4195c707bcfd2983f577468c8955ca622540e3c13a7a866839a8c84278e97eb2530e789a162231e9	그 과정에서 그녀는 북한 병사를 쏴 죽입니다.	train
common_voice_en_18734706.mp3	At which he, being very angry, went ashore with forty armed men.	4311ac2c9248c11f2c6a52cd2a2b3f7541c3058634ec391e4195c707bcfd2983f577468c8955ca622540e3c13a7a866839a8c84278e97eb2530e789a162231e9	그 때 그는 매우 화가 나서 40 명의 무장 한 남자와 함께 해변으로갔습니다.	train
common_voice_en_18734707.mp3	This technique is used routinely in telomere length research.	4311ac2c9248c11f2c6a52cd2a2b3f7541c3058634ec391e4195c707bcfd2983f577468c8955ca622540e3c13a7a866839a8c84278e97eb2530e789a162231e9	이 기술은 텔로미어 길이 연구에서 일상적으로 사용됩니다.	train
common_voice_en_18734718.mp3	Rudolph is buried at the Saint Vitus Cathedral in Prague.	4311ac2c9248c11f2c6a52cd2a2b3f7541c3058634ec391e4195c707bcfd2983f577468c8955ca622540e3c13a7a866839a8c84278e97eb2530e789a162231e9	루돌프는 프라하의 성 비투스 대성당에 묻혀 있습니다.	train
common_voice_en_18734719.mp3	"Darin's and Lovett's versions play over the opening and closing credits, respectively."	4311ac2c9248c11f2c6a52cd2a2b3f7541c3058634ec391e4195c707bcfd2983f577468c8955ca622540e3c13a7a866839a8c84278e97eb2530e789a162231e9	다린의 버전과 러벳의 버전은 각각 오프닝 크레딧과 클로징 크레딧에 재생됩니다.	train
common_voice_en_18734720.mp3	Only the mid-south parts of the island have retained their agricultural character.	4311ac2c9248c11f2c6a52cd2a2b3f7541c3058634ec391e4195c707bcfd2983f577468c8955ca622540e3c13a7a866839a8c84278e97eb2530e789a162231e9	섬의 중남부 지역만 농업적 특성을 유지하고 있습니다.	train
common_voice_en_18734721.mp3	It is possible he was a Carthusian priest, though this is not certain.	4311ac2c9248c11f2c6a52cd2a2b3f7541c3058634ec391e4195c707bcfd2983f577468c8955ca622540e3c13a7a866839a8c84278e97eb2530e789a162231e9	확실하지는 않지만 그가 카톨릭 사제였을 가능성이 있습니다.	train
common_voice_en_18734722.mp3	The south town line is the border of Tioga County, Pennsylvania.	4311ac2c9248c11f2c6a52cd2a2b3f7541c3058634ec391e4195c707bcfd2983f577468c8955ca622540e3c13a7a866839a8c84278e97eb2530e789a162231e9	남쪽 마을 경계선은 펜실베이니아주 티오가 카운티의 경계선입니다.	train
common_voice_en_18734723.mp3	The following table summarises the Test centuries scored by Everton Weekes.	4311ac2c9248c11f2c6a52cd2a2b3f7541c3058634ec391e4195c707bcfd2983f577468c8955ca622540e3c13a7a866839a8c84278e97eb2530e789a162231e9	다음 표에는 에버턴 위크스가 득점한 테스트 세기가 요약되어 있습니다.	train
common_voice_en_18734724.mp3	When he was a child, he learned how to play the button accordion.	4311ac2c9248c11f2c6a52cd2a2b3f7541c3058634ec391e4195c707bcfd2983f577468c8955ca622540e3c13a7a866839a8c84278e97eb2530e789a162231e9	어렸을 때 버튼 아코디언 연주를 배웠습니다.	train
common_voice_en_18734725.mp3	He suggests that they take a trip together.	4311ac2c9248c11f2c6a52cd2a2b3f7541c3058634ec391e4195c707bcfd2983f577468c8955ca622540e3c13a7a866839a8c84278e97eb2530e789a162231e9	그는 함께 여행을 떠나자고 제안합니다.	train
