path	sentence	client_id	translation	split
common_voice_en_19061668.mp3	"Since the cause can't be another idea, it must be a substance."	f220ad644e244880705b4e15595f0df756034ad6aeb12104aeac94f2e0ee29dbbb0eb7de7d3d19b43534ef6280804147be4b54a9daac845b26194899da828d29	원인은 다른 아이디어일 수 없으므로 반드시 물질이어야 합니다.	train
common_voice_en_19847865.mp3	It is sometimes known as the Fourth Reform Act.	f25eb31afe32db8c085c6bd1c41e2e09887631ebb28c9caa717025ec7a61bcf1e130538447033116f259db9dd474fd5a079de6fde6fa002c409a11a920220eb3	제4차 개혁법이라고도 합니다.	train
common_voice_en_19847866.mp3	It has been used in automobile transmissions as an alternative to a mechanical clutch.	f25eb31afe32db8c085c6bd1c41e2e09887631ebb28c9caa717025ec7a61bcf1e130538447033116f259db9dd474fd5a079de6fde6fa002c409a11a920220eb3	기계식 클러치의 대안으로 자동차 변속기에 사용되어 왔습니다.	train
common_voice_en_19847867.mp3	Legality was handled by Richard Grable and Tim Mandelbaum.	f25eb31afe32db8c085c6bd1c41e2e09887631ebb28c9caa717025ec7a61bcf1e130538447033116f259db9dd474fd5a079de6fde6fa002c409a11a920220eb3	법률은 리처드 그레이블과 팀 만델바움이 담당했습니다.	train
common_voice_en_19847868.mp3	His many medals and coins attest to his high skill.	f25eb31afe32db8c085c6bd1c41e2e09887631ebb28c9caa717025ec7a61bcf1e130538447033116f259db9dd474fd5a079de6fde6fa002c409a11a920220eb3	그의 많은 메달과 동전은 그의 높은 실력을 증명합니다.	train
common_voice_en_19847869.mp3	Philippa and her infant son William the Tenth were left in Poitiers.	f25eb31afe32db8c085c6bd1c41e2e09887631ebb28c9caa717025ec7a61bcf1e130538447033116f259db9dd474fd5a079de6fde6fa002c409a11a920220eb3	필립파와 그녀의 갓난아들 윌리엄 10세는 푸아티에에 남겨졌습니다.	train
common_voice_en_19847870.mp3	Her parents objected to her seeing Thompson but did not know what to do.	f25eb31afe32db8c085c6bd1c41e2e09887631ebb28c9caa717025ec7a61bcf1e130538447033116f259db9dd474fd5a079de6fde6fa002c409a11a920220eb3	그녀의 부모님은 그녀가 톰슨을 만나는 것을 반대했지만 어떻게 해야 할지 몰랐습니다.	train
common_voice_en_19847871.mp3	Fifteen episodes were produced.	f25eb31afe32db8c085c6bd1c41e2e09887631ebb28c9caa717025ec7a61bcf1e130538447033116f259db9dd474fd5a079de6fde6fa002c409a11a920220eb3	15개의 에피소드가 제작되었습니다.	train
common_voice_en_19847872.mp3	The News programming was sourced locally and read by James Brydges and Kirsty Manley.	f25eb31afe32db8c085c6bd1c41e2e09887631ebb28c9caa717025ec7a61bcf1e130538447033116f259db9dd474fd5a079de6fde6fa002c409a11a920220eb3	뉴스 프로그램은 현지에서 소싱하여 제임스 브라이지스와 커스티 맨리가 진행했습니다.	train
common_voice_en_19847873.mp3	Risk for all of these effects increases with dosage.	f25eb31afe32db8c085c6bd1c41e2e09887631ebb28c9caa717025ec7a61bcf1e130538447033116f259db9dd474fd5a079de6fde6fa002c409a11a920220eb3	이러한 모든 효과의 위험은 복용량에 따라 증가합니다.	train
