path	sentence	client_id	translation	split
common_voice_en_18530343.mp3	The axle was destroyed in the collision.	3b237bba01393e6235dbdc640585a34c82729b47196cdcc55a1978daba6e30e514e9c678d1e66eab32cd04c63e05e84821d187415be1104602324d5060852929	차축이 충돌로 파괴되었습니다.	train
common_voice_en_18530344.mp3	Oh yes, I felt that I must pit myself against him.	3b237bba01393e6235dbdc640585a34c82729b47196cdcc55a1978daba6e30e514e9c678d1e66eab32cd04c63e05e84821d187415be1104602324d5060852929	네, 저는 그와 맞서 싸워야 한다고 생각했습니다.	train
common_voice_en_19717529.mp3	United States Northern Command is the controlling Unified Combatant Command.	3b237bba01393e6235dbdc640585a34c82729b47196cdcc55a1978daba6e30e514e9c678d1e66eab32cd04c63e05e84821d187415be1104602324d5060852929	미국 북부 사령부는 통합 전투사령부를 통제합니다.	train
common_voice_en_19717530.mp3	The town was named for Sir Philip Sidney, an English author.	3b237bba01393e6235dbdc640585a34c82729b47196cdcc55a1978daba6e30e514e9c678d1e66eab32cd04c63e05e84821d187415be1104602324d5060852929	이 마을은 영국 작가 필립 시드니 경의 이름을 따서 명명되었습니다.	train
common_voice_en_19717534.mp3	The family money actually came from wizardry.	3b237bba01393e6235dbdc640585a34c82729b47196cdcc55a1978daba6e30e514e9c678d1e66eab32cd04c63e05e84821d187415be1104602324d5060852929	가족 돈은 실제로 마법에서 나왔습니다.	train
common_voice_en_19717560.mp3	A PhD may also be obtained by physicians during the residency training period.	3b237bba01393e6235dbdc640585a34c82729b47196cdcc55a1978daba6e30e514e9c678d1e66eab32cd04c63e05e84821d187415be1104602324d5060852929	레지던트 수련 기간 중 의사가 박사 학위를 취득할 수도 있습니다.	train
common_voice_en_19717561.mp3	Then he was ordered to proceed to Dhaka.	3b237bba01393e6235dbdc640585a34c82729b47196cdcc55a1978daba6e30e514e9c678d1e66eab32cd04c63e05e84821d187415be1104602324d5060852929	그런 다음 그는 다카로 가라는 명령을 받았습니다.	train
common_voice_en_19717562.mp3	‘Is the fool drunk?’ asked Mr. Heathcliff.	3b237bba01393e6235dbdc640585a34c82729b47196cdcc55a1978daba6e30e514e9c678d1e66eab32cd04c63e05e84821d187415be1104602324d5060852929	'저 바보가 취했나?' 히스클리프가 물었습니다.	train
common_voice_en_19717563.mp3	Often these were a copy of commercially available cars, such as Wickham and Fairmont.	3b237bba01393e6235dbdc640585a34c82729b47196cdcc55a1978daba6e30e514e9c678d1e66eab32cd04c63e05e84821d187415be1104602324d5060852929	위컴이나 페어몬트와 같이 시중에서 판매되는 자동차를 모방한 경우가 많았습니다.	train
common_voice_en_19717576.mp3	Three months after his birth, the family moved to Bruges.	3b237bba01393e6235dbdc640585a34c82729b47196cdcc55a1978daba6e30e514e9c678d1e66eab32cd04c63e05e84821d187415be1104602324d5060852929	아들이 태어난 지 3개월 후, 가족은 브뤼헤로 이사했습니다.	train
common_voice_en_19717577.mp3	There have been several thousand demos produced in many countries.	3b237bba01393e6235dbdc640585a34c82729b47196cdcc55a1978daba6e30e514e9c678d1e66eab32cd04c63e05e84821d187415be1104602324d5060852929	여러 국가에서 수천 개의 데모가 제작되었습니다.	train
common_voice_en_19717580.mp3	The other two hits started a fire in her aircraft hangar.	3b237bba01393e6235dbdc640585a34c82729b47196cdcc55a1978daba6e30e514e9c678d1e66eab32cd04c63e05e84821d187415be1104602324d5060852929	나머지 두 번의 타격으로 항공기 격납고에 화재가 발생했습니다.	train
