path	sentence	client_id	translation	split
common_voice_en_19751233.mp3	They purchased and moved to the larger Ricoh Arena in Coventry.	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	코벤트리에 있는 더 큰 리코 아레나를 매입하여 이전했습니다.	train
common_voice_en_19751234.mp3	Each isle comes with a number of pre-selected agents.	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	각 섬에는 미리 선택된 여러 에이전트가 있습니다.	train
common_voice_en_19751235.mp3	Paramount Airways mainly provided services to cities in South India.	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	파라마운트 항공은 주로 인도 남부 도시에 서비스를 제공했습니다.	train
common_voice_en_19751237.mp3	Like many states, New York has only recently allowed such trusts by statute.	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	많은 주와 마찬가지로 뉴욕주에서도 최근에야 이러한 신탁을 법으로 허용했습니다.	train
common_voice_en_19751239.mp3	"The name's meaning may be ""laurel tree,"" ""sweet of honor,"" or ""losing against wisdom."	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	이 이름의 의미는 '월계수', '명예의 단맛' 또는 '지혜를 잃다'라는 뜻일 수 있습니다.	train
common_voice_en_19751248.mp3	The process for this universe-making was always interactive and non-exclusive.	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	이 우주를 만드는 과정은 항상 상호 작용적이고 배타적이지 않았습니다.	train
common_voice_en_19751249.mp3	"Allen's Creek drains northeast Largo, flowing into Tampa Bay."	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	알렌스 크릭은 라르고 북동쪽을 흘러 탬파베이로 유입됩니다.	train
common_voice_en_19751250.mp3	This was the first time he made a rather repulsive impression on me.	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	그가 저에게 다소 혐오스러운 인상을 준 것은 이번이 처음이었습니다.	train
common_voice_en_19751252.mp3	For examples of a real jet injector being called a hypospray: see.	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	실제 제트 인젝터를 하이포스프레이라고 부르는 예는 다음을 참조하세요.	train
common_voice_en_19751259.mp3	He recovered quickly, but he was forced to sell the Wayside Press.	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	그는 빠르게 회복했지만, 어쩔 수 없이 웨이사이드 프레스를 매각해야 했습니다.	train
common_voice_en_19751260.mp3	The queue changes each time a turn is completed.	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	대기열은 차례가 완료될 때마다 변경됩니다.	train
common_voice_en_19751261.mp3	"Papers that ""pick"", such as low-end recycled papers, should have even less coverage."	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	저급 재활용 종이와 같이 '선택'하는 종이는 커버리지가 더 적어야 합니다.	train
common_voice_en_19751262.mp3	Hastert denied any wrongdoing.	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	해스터트는 자신의 잘못을 부인했습니다.	train
common_voice_en_19751303.mp3	Postdigital art is new media art made art using glitches, circuit bending and databending.	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	포스트 디지털 아트는 글리치, 회로 굽힘, 데이터 벤딩을 사용하여 만든 새로운 미디어 아트입니다.	train
common_voice_en_19751304.mp3	Muine Bheag has had a long tradition in cricket.	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	무이네 비그는 크리켓에서 오랜 전통을 가지고 있습니다.	train
common_voice_en_19751305.mp3	The new Emperor immediately ordered the senate to deify Gallienus.	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	새 황제는 즉시 원로원에 갈리엔누스를 신격화하라고 명령했습니다.	train
common_voice_en_19751307.mp3	"Kirill Mackenzie, ""General Theory of Lie Groupoids and Lie Algebroids"", Cambridge U."	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	키릴 매켄지, "거짓말 그룹로이드와 거짓말 대수체의 일반 이론", 캠브리지 U.	train
common_voice_en_19751366.mp3	The initial offering included apparel, health and body, home, and seasonal products.	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	초기 제품에는 의류, 건강 및 바디, 홈, 계절 상품이 포함되었습니다.	train
common_voice_en_19751368.mp3	His entire career was spent at Trinity College Dublin.	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	그는 트리니티 칼리지 더블린에서 경력을 쌓았습니다.	train
common_voice_en_19751370.mp3	The regions are fixed over time while the districts fluctuate with electoral redistricting.	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	지역구는 시간이 지나면서 고정되는 반면 선거구는 선거구 재획정에 따라 변동됩니다.	train
common_voice_en_19751371.mp3	"""I am your maid, my Lady, for the present,"" said the Frenchwoman."	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	"저는 현재 부인, 당신의 하녀입니다." 프랑스 여인이 말했습니다.	train
common_voice_en_19751372.mp3	Droughts occur mainly in areas where normal levels of rainfall are, in themselves, low.	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	가뭄은 주로 강수량 자체가 낮은 지역에서 주로 발생합니다.	train
common_voice_en_19751388.mp3	Wooden shingles, however, were never abandoned.	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	그러나 나무 대상포진은 결코 버려지지 않았습니다.	train
common_voice_en_19751390.mp3	The simplest form of rasterization is simple line-drawing with no anti-aliasing of any sort.	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	가장 간단한 래스터화 형태는 안티앨리어싱이 없는 단순한 선 그리기입니다.	train
common_voice_en_19751391.mp3	It also shows characteristics of a plant adapted to poor soils.	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	또한 척박한 토양에 적응한 식물의 특성을 보여줍니다.	train
common_voice_en_19751392.mp3	The township is bordered to the northwest by Venango County.	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	이 마을은 북서쪽으로 베낭고 카운티와 경계를 이루고 있습니다.	train
common_voice_en_19751413.mp3	The lake has a large littoral area, particularly around Cedar Island.	82a98fdf05c1e76fc76936cd824edfb92ebd886536ef29c3cd09b62ba0ac95de42de554032ff4891341546eca87ce520225fbac5c22d876d2f72989028e18d89	이 호수는 특히 시더 섬 주변에 넓은 연안 지역을 가지고 있습니다.	train
