path	sentence	client_id	translation	split
common_voice_en_18506128.mp3	The policeman drew his truncheon, and hit the protester on the shoulder	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	경찰이 곤봉을 뽑아 시위자의 어깨를 때렸습니다.	train_covost
common_voice_en_18506129.mp3	Maize is another word for corn	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	옥수수는 옥수수의 다른 말입니다.	train_covost
common_voice_en_18506130.mp3	The referendum did not end as expected.	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	국민투표는 예상대로 끝나지 않았습니다.	train_covost
common_voice_en_18506139.mp3	How old are you, daddy.	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	아빠, 몇 살이에요?	train_covost
common_voice_en_18506140.mp3	If you can afford it, take a taxi rather than a bus	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	여유가 있다면 버스보다는 택시를 이용하세요.	train_covost
common_voice_en_18506141.mp3	He waded into the edge of the water and began scrubbing himself.	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	그는 물가로 들어가 몸을 문지르기 시작했습니다.	train_covost
common_voice_en_18506142.mp3	I expect there would be something cold there.	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	거기에는 차가운 것이 있을 것으로 예상합니다.	train_covost
common_voice_en_18506143.mp3	Heavy snowfalls that winter made the roads impassable by late February	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	그해 겨울 폭설로 인해 2월 말까지 도로 통행이 불가능했습니다.	train_covost
common_voice_en_18506144.mp3	The very opposite is true; they are discouraged vagabonds.	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	정반대로, 그들은 낙담한 방랑자입니다.	train_covost
common_voice_en_18506147.mp3	Does the old boy often go off at half-cock that way.	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	노인은 종종 그런 식으로 반쯤 발기하나요?	train_covost
common_voice_en_18506148.mp3	Emma sometimes enjoys a small gamble, but she never plays for high sums	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	엠마는 가끔 작은 도박을 즐기지만, 절대 큰돈을 걸지는 않습니다.	train_covost
common_voice_en_18506149.mp3	He could still be listening in.	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	그는 여전히 엿듣고 있을 수 있습니다.	train_covost
common_voice_en_18506150.mp3	Gregson held a lighted match until it burnt his fingertips.	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	그렉슨은 손끝이 타버릴 때까지 불이 붙은 성냥을 들고 있었습니다.	train_covost
common_voice_en_18506151.mp3	The pain from my hurt knee was agonizing.	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	무릎을 다쳐서 고통스러웠습니다.	train_covost
common_voice_en_18506152.mp3	"Well, there are better men in Hawaii, that's all."	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	하와이에는 더 좋은 남자들이 많다는 것뿐입니다.	train_covost
common_voice_en_18506153.mp3	The Claudine was leaving next morning for Honolulu.	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	클라우딘은 다음 날 아침 호놀룰루로 떠날 예정이었습니다.	train_covost
common_voice_en_18506155.mp3	Would you be satisfied with that one hundredth part of me.	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	제 100분의 1에 만족하시나요?	train_covost
common_voice_en_18506157.mp3	"Many people think that vegetarians can eat fish, but they can't"	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	많은 사람들이 채식주의자가 생선을 먹을 수 있다고 생각하지만, 채식주의자는 생선을 먹을 수 없습니다.	train_covost
common_voice_en_18506158.mp3	Then came my boy code.	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	그러다 제 보이 코드가 등장했습니다.	train_covost
common_voice_en_18506164.mp3	"Don't get your knickers in a twist"	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	당황하지 마세요.	train_covost
common_voice_en_18506165.mp3	We want to include all of our partners in this project.	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	이 프로젝트에 모든 파트너를 참여시키고자 합니다.	train_covost
common_voice_en_18506166.mp3	Other options are available.	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	다른 옵션도 사용할 수 있습니다.	train_covost
common_voice_en_18506167.mp3	"What's your surname?"	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	성이 무엇인가요?	train_covost
common_voice_en_18506168.mp3	Does anybody have a pack of cards?	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	카드 팩을 가지고 계신 분 있나요?	train_covost
common_voice_en_18506169.mp3	Have you heard the Brahms symphonies?	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	브람스 교향곡을 들어보셨나요?	train_covost
common_voice_en_18506170.mp3	"It's no good threatening me. I can prove it!"	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	저를 협박하는 것은 소용이 없습니다. 제가 증명할 수 있어요!	train_covost
common_voice_en_18506171.mp3	Gregson shoved back his chair and rose to his feet.	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	그렉슨은 의자를 뒤로 밀고 자리에서 일어났습니다.	train_covost
common_voice_en_18506172.mp3	But he did not broach it, preferring to mature it carefully.	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	그러나 그는 그것을 깨뜨리지 않고 조심스럽게 숙성시키는 것을 선호했습니다.	train_covost
common_voice_en_18506173.mp3	A barrister is a type of lawyer, particularly one who argues cases in court	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	변호사는 변호사의 일종으로, 특히 법정에서 사건을 변론하는 변호사입니다.	train_covost
common_voice_en_18506174.mp3	"The school's headteacher may be a headmaster or a headmistress"	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	학교의 교장은 교장 또는 교감일 수 있습니다.	train_covost
common_voice_en_18506175.mp3	There was nothing on the rock.	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	바위 위에는 아무것도 없었습니다.	train_covost
common_voice_en_18506176.mp3	An altruistic act is an act performed for the welfare of others.	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	이타적 행위는 타인의 복지를 위해 행하는 행위입니다.	train_covost
common_voice_en_18506177.mp3	I really must insist that he undertakes the investigation personally.	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	저는 그가 직접 조사에 착수해야 한다고 주장해야 합니다.	train_covost
common_voice_en_18506178.mp3	Those whom the gods wish to destroy, they first make mad.	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	신들이 멸망시키고자 하는 자들은 먼저 미치게 만듭니다.	train_covost
common_voice_en_18506179.mp3	Am I loud enough, or do I need a loudhailer?	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	내가 충분히 시끄러운가요, 아니면 확성기가 필요한가요?	train_covost
common_voice_en_18506180.mp3	A footballer is someone who plays Association Football, or soccer	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	축구 선수는 협회 축구 또는 축구를 하는 사람입니다.	train_covost
common_voice_en_18506184.mp3	I remembered the red wine of the Italian rancho, and shuddered inwardly.	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	이탈리아 랜초의 레드 와인을 떠올리며 속으로 몸서리를 쳤습니다.	train_covost
common_voice_en_18506185.mp3	The dataset was too huge to be loaded on memory.	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	데이터 세트가 너무 커서 메모리에 로드할 수 없었습니다.	train_covost
common_voice_en_18506186.mp3	I cannot follow you, she said.	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	따라갈 수 없다고 그녀는 말했습니다.	train_covost
common_voice_en_18506187.mp3	The G-force pushed him back against the seat.	b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	중력에 밀려 좌석에 뒤로 밀려났습니다.	train_covost
