path	sentence	client_id	translation	split
common_voice_ko_39813694.mp3	그러면 땅도 파보고 농부들과 함께 아무것이라도 배워 가면서 할 것 같았다.	075b69bf4307efe9120a1006293a1f75ce57f6963d76941f81497c6f225278cef73c2987b5ce3f530fc9a92a7a01e41555e33f81c4e6be0d82bcf19b61f2450a	Then I would dig in the ground and work with the farmers, learning as I went along.	test
common_voice_ko_41595641.mp3	가자구.	07af9efc44cbca97a82bbce361c6fadee8e014d5906ef15d7125d685a0ad112aaaffe23e6501f9f3a3aa070c6083cb0034618d2e385549607e49a52e41fa4caf	Let's go.	test
common_voice_ko_36838360.mp3	선비는 생각지 않은 이 말에 앞이 아뜩해지며 방 안이 핑핑 돌았다.	20018ecf222cd8726f3725dafffc6893736b7dc13833a585b6924bf9a8e104928729531143b7fb1301a3ec30c80b96fa09bbae6edcde711684f3c3bf13c73b3a	The room spun around as the Zen master's head spun at the unexpected words.	test
common_voice_ko_39161214.mp3	오십 레벨 찍기 전까지는 그 게임이 참 어려운 게임이긴 하지.	36600f2d234cb9107d46c1f5d90d6ba5704cbc095063c88466dbaa087e31209500bf1dd42af2c3859f94d524c3e3a331ea689f4aad89cd2b11ef846f85dad285	It's a really hard game until you hit level fifty.	test
common_voice_ko_41074506.mp3	라멕이 두 아내를 취하였으니 하나의 이름은 아다요 하나의 이름은 씰라며	3ccbdc41985db28d32d1dc50def93f6e443b3154ca8f157d7585a331731d0704941262a4269cb8256cf64a27c20a6a39dcee185c14d9b2332941836ef206f278	And Lamech took two wives: the name of the one was Ahaz, and the name of the other was Shiloh.	test
common_voice_ko_39595866.mp3	영신이도 일이나 하려고 들어가는 사람처럼 일어섰다.	65d82a7ee8913ad67360b555b9a8192055bd2701a18e10a4092177277dc566fc54c3a65f79111e3294df8ba2a1a0c95e70bd6df6311ec620c4685b04fbb86db2	He stood up like a man going to work.	test
common_voice_ko_39853476.mp3	백씨는 수신인이 없는 편지를 황 급히 뜯었다.	741549f065a315a33d25a781131cdea5b2a023c6265b8bc38238f80c4fe98af1280e49053acb44d4c98fa59cfef32a3bc0c845f7ca5713ec55cf4c4f55eb4585	Mr. Baek hastily tore open the letter with no recipient.	test
common_voice_ko_37253548.mp3	국밥집 부인은 이십 전을 마저 주었으면 하는 눈치를 뻔히 보였다.	7dfbc5b7d63e3fb4b0f7af13d024bad80ed8484222f937b71f58bf97d0c954be0182b6ff61a9acf7b0b549825dc6115227cfc01f3fc5d051c134808e3cac624b	The noodle shop lady gave me a look that made me wish I was twenty years older.	test
common_voice_ko_36800708.mp3	민수는 지갑 속에서 돈을 내어 덕호 앞으로 밀어 놓았다.	832e171301367131ad9deffaab1d5a1002422b9f03697260ad7b33b91d40698cb6bbe0126add010970580e209068f781be3aafa561e5fcae0aece23971ae4498	Min-soo pulls money out of his wallet and slides it in front of Deok-ho.	test
common_voice_ko_40057469.mp3	물 흐르는 옷에서 어슬어슬 한기가 솟아나기 비롯하며	860ca12957087912f999ce357cf6313da14b7068626ad8989e0ecb3e890efdd37bcf72cdceefeda2087aaf94db5109982925873d92b2fb28613888f8ff90c0ea	It's not just the chill that rushes out of your clothes, it's also the fact that	test
