path	sentence	client_id	translation	split
common_voice_ko_35972155.mp3	그래서 몽금포에 가서도 오래 있지 못하고 곧 올라왔던 것이다.	897b535f658feb33db2e3ccfb7319e149e3cdf93f2c388f8e9902f990fd0c2d3e8afab65a2addf46327b62cca6458d0de68be60b17183d88c951ebebd94e89bf	That's why I didn't stay in Monggeumpo for long and came up soon after.	test
common_voice_ko_37211914.mp3	그렇습니다.	971cbebbaa573fc98f20f1b985d7ea72e49772f8dd27017ff9a93beacff5de5d98ac1dab1a8b3e2c9def8d6f166b9762d6294c4403b038165cae4a19dfa54c36	Yes, it is.	test
common_voice_ko_37211921.mp3	애완동물을 기르는 인구가 전체 인구의 사 분의 일이 되었습니다.	971cbebbaa573fc98f20f1b985d7ea72e49772f8dd27017ff9a93beacff5de5d98ac1dab1a8b3e2c9def8d6f166b9762d6294c4403b038165cae4a19dfa54c36	Pet ownership has reached a quarter of the population.	test
common_voice_ko_37211924.mp3	기천이는 맨 나중에 단장을 짚고 기엄기엄 올라왔다.	971cbebbaa573fc98f20f1b985d7ea72e49772f8dd27017ff9a93beacff5de5d98ac1dab1a8b3e2c9def8d6f166b9762d6294c4403b038165cae4a19dfa54c36	Qi Tianyi came up last, carrying his duster.	test
common_voice_ko_37211926.mp3	영신은 그 장면이 머릿속에 떠오르기만 해도 가슴이 설레고 얼굴이 화끈화끈 달았다.	971cbebbaa573fc98f20f1b985d7ea72e49772f8dd27017ff9a93beacff5de5d98ac1dab1a8b3e2c9def8d6f166b9762d6294c4403b038165cae4a19dfa54c36	Young Shin's heart fluttered and his face burned just thinking about the scene.	test
common_voice_ko_37211929.mp3	그러던 터에 오늘은 편지를 뜯어 보고 동혁은 적지 않이 놀랐다.	971cbebbaa573fc98f20f1b985d7ea72e49772f8dd27017ff9a93beacff5de5d98ac1dab1a8b3e2c9def8d6f166b9762d6294c4403b038165cae4a19dfa54c36	But today, when he opened the letter, Dong Hyuk was surprised to say the least.	test
common_voice_ko_37211933.mp3	신철이는 시멘트 포대와 함께 넘어졌다가 일어났다.	971cbebbaa573fc98f20f1b985d7ea72e49772f8dd27017ff9a93beacff5de5d98ac1dab1a8b3e2c9def8d6f166b9762d6294c4403b038165cae4a19dfa54c36	He fell down with a bag of cement and got up.	test
common_voice_ko_37211936.mp3	신철이는 우미관 앞에서 오 전짜리 우동 두 그릇을 사먹고 나서야 기운이 났다.	971cbebbaa573fc98f20f1b985d7ea72e49772f8dd27017ff9a93beacff5de5d98ac1dab1a8b3e2c9def8d6f166b9762d6294c4403b038165cae4a19dfa54c36	Shin Chul-yi felt better after buying two bowls of udon noodles in front of Umikan.	test
common_voice_ko_37211937.mp3	휘어잡는 소매를 뿌리치며 일어설 용기가 나지를 않았다.	971cbebbaa573fc98f20f1b985d7ea72e49772f8dd27017ff9a93beacff5de5d98ac1dab1a8b3e2c9def8d6f166b9762d6294c4403b038165cae4a19dfa54c36	I couldn't muster up the courage to stand up, shaking off the flapping sleeves.	test
common_voice_ko_37211940.mp3	며칠 후 선비 어머니는 마침내 세상을 떠나고 말았다.	971cbebbaa573fc98f20f1b985d7ea72e49772f8dd27017ff9a93beacff5de5d98ac1dab1a8b3e2c9def8d6f166b9762d6294c4403b038165cae4a19dfa54c36	A few days later, the Zen master's mother finally passed away.	test
