path	sentence	client_id	translation	split
common_voice_ko_35847345.mp3	그래서 그는 억지로 웃어 보이고 말았다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	So he forced a smile.	others
common_voice_ko_35847347.mp3	무궁화 삼천리 화려 강산	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	Mugunghwa Samcheonri Gorgeous Kangshan	train
common_voice_ko_35847348.mp3	그의 주머니 속에는 어느 때든지 신문지에다가 전복과 실백을 싸 가지고 다닌다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	In his pocket at any given time, he carries a newspaper wrapped abalone and a silk bag.	train
common_voice_ko_35847828.mp3	그는 말년에 엄청난 명성을 얻을 것이다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	He would gain immense fame in his later years.	train
common_voice_ko_35848034.mp3	선비는 마음껏 용기를 내어 가만히 서 있었다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	The Zen master stood still, as brave as he could be.	train
common_voice_ko_35848037.mp3	달라붙는 동무를 물리치고 첫째는 밖으로 나왔다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	After defeating the clinging comrade, the first one made it outside.	train
common_voice_ko_35848083.mp3	확실히 이 종로는 횡 빈 듯한 느낌을 그에게 던져 주었다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	It certainly gave him a sideways, empty feeling.	train
common_voice_ko_35848085.mp3	영신은 마당 한 복판으로 썩 나섰다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	Youngshin stumbled out into the middle of the yard.	train
common_voice_ko_35848087.mp3	그는 옷을 주워 입고 밖으로 나왔다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	He picked up his clothes, put them on, and walked out.	train
common_voice_ko_35848148.mp3	소나무 아래로 백학 한 쌍이 조는 듯한 그림이다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	A pair of white cranes swooping under a pine tree.	train
common_voice_ko_35848155.mp3	옛날에 덕호에게 인격적 모욕을 감수하던 그 자신이 등허리에서 땀이 나도록 떠오른다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	He recalls the sweat breaking out on his back as he recalls the personal insults he once endured from Deok-ho.	train
common_voice_ko_35848268.mp3	방 안으로 들여놓는 소태나무 보자기를 보며 선비 어머니는 이렇게 말하였다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	As she saw the pine furoshiki being brought into the room, the Zen master's mother said, “I'm going to tell you something.	train
common_voice_ko_35848269.mp3	그러면 나도 내가 생각하였던 것은 모조리 말을 하여 버리리라 하였다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	Then I will speak all that I have thought, and I will speak it out.	train
common_voice_ko_35848354.mp3	두 사람은 나란히 서서 기만의 등뒤를 돌아 멀리 바다가 내려다보이는 언덕으로 올라갔다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	Standing side by side, they turned their backs on Guile and climbed up a hill overlooking the ocean in the distance.	train
common_voice_ko_35848359.mp3	다만 일순간이라도 그 감정을 그대로 가슴에 품고 있는 사람이 적다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	However, few people are able to keep those feelings inside, even for a moment.	train
common_voice_ko_35848398.mp3	내가 내 아우를 지키는 자니이까	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	For I am my brother's keeper	train
common_voice_ko_35848401.mp3	밥 보자기로 어깨에 흐른 국국물을 닦는다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	Wipe the broth off your shoulder with a rice cutter.	train
common_voice_ko_35848402.mp3	아니면 행복이 무엇인지 절대 모를 것이다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	Otherwise, you'll never know what happiness is.	train
common_voice_ko_35848499.mp3	말하기는 우리가 다른 사람과 커뮤니케이션 하는 가장 자연스러운 방법입니다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	Speaking is the most natural way we communicate with others.	train
common_voice_ko_35848501.mp3	그러나 그것이 준 교훈은 절대 잊으면 안 된다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	But the lesson it taught us should never be forgotten.	train
common_voice_ko_35848502.mp3	철갑을 두른 듯	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	Ironclad	train
common_voice_ko_35890592.mp3	이러한 전제로서, 자 그러면 내 이야기를 시작하자.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	With that premise, let's get to my story.	train
common_voice_ko_35890593.mp3	그의 가슴은 부끄러움과 감격에 교착이 되어 무섭게 뛰기 시작하였다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	His heart began to beat frighteningly, torn between shame and excitement.	train
common_voice_ko_35890595.mp3	자기의 신조에 어디까지 충실하였다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	How far have you stayed true to your creed?	train
common_voice_ko_35890610.mp3	자양과 약값	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	Nourishment and medication	train
common_voice_ko_35890635.mp3	그렇게 편하고 좋은 집을 내버릴 수가 있단 말이요.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	I can't believe I'm letting go of such a nice, comfortable home.	train
common_voice_ko_35890674.mp3	기중기에 달린 몇백 관이나 되는 짐은 마침내 와르르 하고 부두에 쏟아졌다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	The hundreds of coffins on the crane finally lurched and spilled onto the dock.	train
common_voice_ko_35890675.mp3	그러나 우리는 종종 닫힌 문을 멍하니 바라보다가	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	However, we often stare blankly at a closed door and then realize that the	train
common_voice_ko_35890698.mp3	그는 작년 여름에 옥점이와 같이 그 넓은 서해에서 뛰놀던 생각이 얼핏 들었다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	He had a flashback to last summer, when he and Okjiga had played in that wide open sea.	train
common_voice_ko_35890699.mp3	그 중에 머리가 좀 굵은 아이가 발딱 일어나며 질문을 한다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	One of the kids with a big head stands up and asks a question.	train
common_voice_ko_35890728.mp3	옥점이는 달려들어 피가 흐르는 듯한 선비의 볼을 철썩 후려쳤다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	Jade Jade lunged forward and punched him in the cheek, causing him to bleed.	train
common_voice_ko_35890736.mp3	그러나 돌아보니 아무 데도 상한 곳은 없는 듯하였다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	But when I looked back, nothing seemed to be broken.	train
common_voice_ko_35890774.mp3	그리고 술을 들 용기가 나지 않았다.	f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	And I didn't have the courage to pick up a drink.	train
